survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age_band,family
0,3,1,28,0,0,9,S,Third,man,1,C,Southampton,no,1,2,1
1,1,0,22,0,1,55,S,First,woman,0,E,Southampton,yes,0,2,2
0,2,0,38,0,0,13,S,Second,woman,0,C,Southampton,no,1,3,1
1,3,0,28,0,0,7,Q,Third,woman,0,C,Queenstown,yes,1,2,1
1,3,0,28,0,0,7,Q,Third,woman,0,C,Queenstown,yes,1,2,1
0,3,1,40,1,4,27,S,Third,man,1,C,Southampton,no,0,4,6
0,2,1,29,1,0,27,C,Second,man,1,C,Cherbourg,no,0,2,2
0,3,0,45,0,1,14,C,Third,woman,0,C,Cherbourg,no,0,4,2
0,3,1,35,0,0,7,S,Third,man,1,C,Southampton,no,1,3,1
0,3,1,28,1,0,15,Q,Third,man,1,C,Queenstown,no,0,2,2
0,3,1,30,0,0,7,S,Third,man,1,C,Southampton,no,1,3,1
1,1,0,60,1,0,75,C,First,woman,0,D,Cherbourg,yes,0,6,2
1,3,0,28,0,0,7,C,Third,woman,0,C,Cherbourg,yes,1,2,1
1,3,0,28,0,0,7,Q,Third,woman,0,C,Queenstown,yes,1,2,1
1,1,0,24,0,0,69,C,First,woman,0,B,Cherbourg,yes,1,2,1
1,1,1,25,1,0,55,C,First,man,1,E,Cherbourg,yes,0,2,2
0,3,1,18,1,0,6,S,Third,man,1,C,Southampton,no,0,1,2
0,3,1,19,0,0,8,S,Third,man,1,C,Southampton,no,1,1,1
0,1,1,22,0,0,135,C,First,man,1,C,Cherbourg,no,1,2,1
0,3,0,3,3,1,21,S,Third,child,0,C,Southampton,no,0,0,5
1,1,0,28,1,0,82,C,First,woman,0,C,Cherbourg,yes,0,2,2
1,3,0,22,0,0,7,S,Third,woman,0,C,Southampton,yes,1,2,1
0,1,1,27,0,2,211,C,First,man,1,C,Cherbourg,no,0,2,3
0,3,1,20,0,0,4,C,Third,man,1,C,Cherbourg,no,1,2,1
0,3,1,19,0,0,7,S,Third,man,1,C,Southampton,no,1,1,1
1,1,0,42,0,0,227,C,First,woman,0,C,Cherbourg,yes,1,4,1
1,3,0,1,0,2,15,C,Third,child,0,C,Cherbourg,yes,0,0,3
0,3,1,32,0,0,7,S,Third,man,1,C,Southampton,no,1,3,1
1,1,0,35,1,0,52,S,First,woman,0,C,Southampton,yes,0,3,2
0,3,1,28,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,2,1,18,0,0,73,S,Second,man,1,C,Southampton,no,1,1,1
0,3,1,1,5,2,46,S,Third,child,0,C,Southampton,no,0,0,8
1,2,0,36,0,0,13,S,Second,woman,0,C,Southampton,yes,1,3,1
0,3,1,28,0,0,7,Q,Third,man,1,C,Queenstown,no,1,2,1
1,2,0,17,0,0,12,C,Second,woman,0,C,Cherbourg,yes,1,1,1
1,1,1,36,1,2,120,S,First,man,1,B,Southampton,yes,0,3,4
1,3,1,21,0,0,7,S,Third,man,1,C,Southampton,yes,1,2,1
0,3,1,28,2,0,7,S,Third,man,1,C,Southampton,no,0,2,3
1,1,0,23,1,0,113,C,First,woman,0,D,Cherbourg,yes,0,2,2
1,3,0,24,0,2,16,S,Third,woman,0,G,Southampton,yes,0,2,3
0,3,1,22,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,3,0,31,0,0,7,S,Third,woman,0,C,Southampton,no,1,3,1
0,2,1,46,0,0,26,S,Second,man,1,C,Southampton,no,1,4,1
0,2,1,23,0,0,10,S,Second,man,1,C,Southampton,no,1,2,1
1,2,0,28,0,0,12,S,Second,woman,0,C,Southampton,yes,1,2,1
1,3,1,39,0,0,7,S,Third,man,1,C,Southampton,yes,1,3,1
0,3,1,26,0,0,8,S,Third,man,1,C,Southampton,no,1,2,1
0,3,0,21,1,0,9,S,Third,woman,0,C,Southampton,no,0,2,2
0,3,1,28,1,0,15,S,Third,man,1,C,Southampton,no,0,2,2
0,3,0,20,0,0,8,S,Third,woman,0,C,Southampton,no,1,2,1
0,2,1,34,1,0,21,S,Second,man,1,C,Southampton,no,0,3,2
0,3,1,51,0,0,7,S,Third,man,1,C,Southampton,no,1,5,1
1,2,1,3,1,1,18,S,Second,child,0,C,Southampton,yes,0,0,3
0,3,1,21,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,3,0,28,3,1,25,S,Third,woman,0,C,Southampton,no,0,2,5
0,3,1,28,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,28,0,0,6,Q,Third,man,1,C,Queenstown,no,1,2,1
1,1,0,33,1,0,90,Q,First,woman,0,C,Queenstown,yes,0,3,2
0,2,1,28,0,0,0,S,Second,man,1,C,Southampton,no,1,2,1
1,3,1,44,0,0,7,S,Third,man,1,C,Southampton,yes,1,4,1
0,3,0,28,0,0,8,S,Third,woman,0,C,Southampton,no,1,2,1
1,2,0,34,1,1,32,S,Second,woman,0,C,Southampton,yes,0,3,3
1,2,0,18,0,2,13,S,Second,woman,0,C,Southampton,yes,0,1,3
0,2,1,30,0,0,13,S,Second,man,1,C,Southampton,no,1,3,1
0,3,0,10,0,2,24,S,Third,child,0,C,Southampton,no,0,1,3
0,3,1,28,0,0,7,C,Third,man,1,C,Cherbourg,no,1,2,1
0,3,1,21,0,0,7,Q,Third,man,1,C,Queenstown,no,1,2,1
0,3,1,29,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,3,0,28,1,1,14,S,Third,woman,0,C,Southampton,no,0,2,3
0,3,1,18,1,1,20,S,Third,man,1,C,Southampton,no,0,1,3
0,3,1,28,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
1,2,0,28,1,0,26,S,Second,woman,0,C,Southampton,yes,0,2,2
1,2,0,19,0,0,26,S,Second,woman,0,C,Southampton,yes,1,1,1
0,3,1,28,0,0,7,Q,Third,man,1,C,Queenstown,no,1,2,1
1,3,1,32,0,0,8,S,Third,man,1,E,Southampton,yes,1,3,1
1,1,1,28,0,0,26,S,First,man,1,C,Southampton,yes,1,2,1
1,3,0,28,1,0,16,S,Third,woman,0,C,Southampton,yes,0,2,2
1,2,0,42,1,0,26,S,Second,woman,0,C,Southampton,yes,0,4,2
0,3,1,17,0,0,7,S,Third,man,1,C,Southampton,no,1,1,1
0,1,1,50,1,0,55,S,First,man,1,E,Southampton,no,0,5,2
1,1,0,14,1,2,120,S,First,child,0,B,Southampton,yes,0,1,4
0,3,0,21,2,2,34,S,Third,woman,0,C,Southampton,no,0,2,5
1,2,0,24,2,3,18,S,Second,woman,0,C,Southampton,yes,0,2,6
0,1,1,64,1,4,263,S,First,man,1,C,Southampton,no,0,6,6
0,2,1,31,0,0,10,S,Second,man,1,C,Southampton,no,1,3,1
1,2,0,45,1,1,26,S,Second,woman,0,C,Southampton,yes,0,4,3
0,3,1,20,0,0,9,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,25,1,0,7,S,Third,man,1,C,Southampton,no,0,2,2
1,2,0,28,0,0,13,S,Second,woman,0,C,Southampton,yes,1,2,1
1,3,1,28,0,0,8,S,Third,man,1,C,Southampton,yes,1,2,1
1,1,1,4,0,2,81,S,First,child,0,A,Southampton,yes,0,0,3
1,2,0,13,0,1,19,S,Second,child,0,C,Southampton,yes,0,1,2
1,1,1,34,0,0,26,S,First,man,1,C,Southampton,yes,1,3,1
1,3,0,5,2,1,19,C,Third,child,0,C,Cherbourg,yes,0,0,4
1,1,1,52,0,0,30,S,First,man,1,C,Southampton,yes,1,5,1
0,2,1,36,1,2,27,S,Second,man,1,C,Southampton,no,0,3,4
0,3,1,28,1,0,19,S,Third,man,1,C,Southampton,no,0,2,2
0,1,1,30,0,0,27,C,First,man,1,C,Cherbourg,no,1,3,1
1,1,1,49,1,0,89,C,First,man,1,C,Cherbourg,yes,0,4,2
0,3,1,28,0,0,8,S,Third,man,1,C,Southampton,no,1,2,1
1,3,1,29,0,0,7,C,Third,man,1,C,Cherbourg,yes,1,2,1
0,1,1,65,0,0,26,S,First,man,1,E,Southampton,no,1,6,1
1,1,0,28,1,0,51,S,First,woman,0,D,Southampton,yes,0,2,2
1,2,0,50,0,0,10,S,Second,woman,0,C,Southampton,yes,1,5,1
0,3,1,28,0,0,7,Q,Third,man,1,C,Queenstown,no,1,2,1
1,1,1,48,0,0,26,S,First,man,1,E,Southampton,yes,1,4,1
0,3,1,34,0,0,8,S,Third,man,1,C,Southampton,no,1,3,1
0,1,1,47,0,0,38,S,First,man,1,E,Southampton,no,1,4,1
0,2,1,48,0,0,13,S,Second,man,1,C,Southampton,no,1,4,1
0,3,1,28,0,0,8,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,38,0,0,7,S,Third,man,1,C,Southampton,no,1,3,1
0,2,1,28,0,0,0,S,Second,man,1,C,Southampton,no,1,2,1
0,1,1,56,0,0,26,S,First,man,1,C,Southampton,no,1,5,1
0,3,1,28,0,0,7,Q,Third,man,1,C,Queenstown,no,1,2,1
1,3,0,0,2,1,19,C,Third,child,0,C,Cherbourg,yes,0,0,4
0,3,1,28,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,38,0,0,8,S,Third,man,1,C,Southampton,no,1,3,1
1,2,0,33,1,2,27,S,Second,woman,0,C,Southampton,yes,0,3,4
1,2,0,23,0,0,13,C,Second,woman,0,D,Cherbourg,yes,1,2,1
0,3,0,22,0,0,9,S,Third,woman,0,C,Southampton,no,1,2,1
0,1,1,28,0,0,52,S,First,man,1,A,Southampton,no,1,2,1
0,2,1,34,1,0,21,S,Second,man,1,C,Southampton,no,0,3,2
0,3,1,29,1,0,7,S,Third,man,1,C,Southampton,no,0,2,2
0,3,1,22,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
1,3,0,2,0,1,12,S,Third,child,0,C,Southampton,yes,0,0,2
0,3,1,9,5,2,46,S,Third,child,0,C,Southampton,no,0,0,8
0,2,1,28,0,0,0,S,Second,man,1,C,Southampton,no,1,2,1
0,3,1,50,0,0,8,S,Third,man,1,C,Southampton,no,1,5,1
1,3,0,63,0,0,9,S,Third,woman,0,C,Southampton,yes,1,6,1
1,1,1,25,1,0,91,C,First,man,1,B,Cherbourg,yes,0,2,2
0,3,0,28,3,1,25,S,Third,woman,0,C,Southampton,no,0,2,5
1,1,0,35,1,0,90,S,First,woman,0,C,Southampton,yes,0,3,2
0,1,1,58,0,0,29,C,First,man,1,B,Cherbourg,no,1,5,1
0,3,1,30,0,0,8,S,Third,man,1,C,Southampton,no,1,3,1
1,3,1,9,1,1,15,S,Third,child,0,C,Southampton,yes,0,0,3
0,3,1,28,1,0,19,S,Third,man,1,C,Southampton,no,0,2,2
0,3,1,21,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,1,1,55,0,0,30,S,First,man,1,C,Southampton,no,1,5,1
0,1,1,71,0,0,49,C,First,man,1,C,Cherbourg,no,1,7,1
0,3,1,21,0,0,8,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,28,0,0,14,C,Third,man,1,C,Cherbourg,no,1,2,1
1,1,0,54,1,0,78,C,First,woman,0,D,Cherbourg,yes,0,5,2
0,3,1,28,0,0,15,S,Third,man,1,C,Southampton,no,1,2,1
0,1,0,25,1,2,151,S,First,woman,0,C,Southampton,no,0,2,4
0,3,1,24,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,17,0,0,8,S,Third,man,1,C,Southampton,no,1,1,1
0,3,0,21,0,0,7,Q,Third,woman,0,C,Queenstown,no,1,2,1
0,3,0,28,0,0,7,Q,Third,woman,0,C,Queenstown,no,1,2,1
0,3,0,37,0,0,9,S,Third,woman,0,C,Southampton,no,1,3,1
1,1,0,16,0,0,86,S,First,woman,0,B,Southampton,yes,1,1,1
0,1,1,18,1,0,108,C,First,man,1,C,Cherbourg,no,0,1,2
1,2,0,33,0,2,26,S,Second,woman,0,C,Southampton,yes,0,3,3
1,1,1,28,0,0,26,S,First,man,1,C,Southampton,yes,1,2,1
0,3,1,28,0,0,22,S,Third,man,1,C,Southampton,no,1,2,1
1,3,1,26,0,0,56,S,Third,man,1,C,Southampton,yes,1,2,1
1,3,1,29,0,0,7,Q,Third,man,1,C,Queenstown,yes,1,2,1
0,3,1,28,0,0,8,S,Third,man,1,C,Southampton,no,1,2,1
1,1,1,36,0,0,26,S,First,man,1,E,Southampton,yes,1,3,1
1,1,0,54,1,0,59,C,First,woman,0,C,Cherbourg,yes,0,5,2
0,3,1,24,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,1,1,47,0,0,34,S,First,man,1,D,Southampton,no,1,4,1
1,2,0,34,0,0,10,S,Second,woman,0,F,Southampton,yes,1,3,1
0,3,1,28,0,0,24,Q,Third,man,1,C,Queenstown,no,1,2,1
1,2,0,36,1,0,26,S,Second,woman,0,C,Southampton,yes,0,3,2
0,3,1,32,0,0,7,S,Third,man,1,C,Southampton,no,1,3,1
1,1,0,30,0,0,93,S,First,woman,0,B,Southampton,yes,1,3,1
0,3,1,22,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,28,0,0,7,C,Third,man,1,C,Cherbourg,no,1,2,1
1,1,0,44,0,1,57,C,First,woman,0,B,Cherbourg,yes,0,4,2
0,3,1,28,0,0,7,C,Third,man,1,C,Cherbourg,no,1,2,1
0,3,1,40,0,0,7,Q,Third,man,1,C,Queenstown,no,1,4,1
1,2,0,50,0,0,10,S,Second,woman,0,C,Southampton,yes,1,5,1
0,1,1,28,0,0,221,S,First,man,1,C,Southampton,no,1,2,1
0,3,1,39,0,0,7,S,Third,man,1,C,Southampton,no,1,3,1
0,2,1,23,2,1,11,S,Second,man,1,C,Southampton,no,0,2,4
1,2,0,2,1,1,26,S,Second,child,0,C,Southampton,yes,0,0,3
0,3,1,28,0,0,7,C,Third,man,1,C,Cherbourg,no,1,2,1
0,3,1,17,1,1,7,C,Third,man,1,C,Cherbourg,no,0,1,3
1,3,0,28,0,2,22,C,Third,woman,0,C,Cherbourg,yes,0,2,3
0,3,0,30,0,0,8,S,Third,woman,0,C,Southampton,no,1,3,1
1,2,0,7,0,2,26,S,Second,child,0,C,Southampton,yes,0,0,3
0,1,1,45,0,0,26,S,First,man,1,B,Southampton,no,1,4,1
1,1,0,30,0,0,106,C,First,woman,0,C,Cherbourg,yes,1,3,1
0,3,1,28,0,0,14,S,Third,man,1,C,Southampton,no,1,2,1
1,1,0,22,0,2,49,C,First,woman,0,B,Cherbourg,yes,0,2,3
1,1,0,36,0,2,71,S,First,woman,0,B,Southampton,yes,0,3,3
0,3,0,9,4,2,31,S,Third,child,0,C,Southampton,no,0,0,7
0,3,0,11,4,2,31,S,Third,child,0,C,Southampton,no,0,1,7
1,2,1,32,1,0,26,S,Second,man,1,C,Southampton,yes,0,3,2
0,1,1,50,1,0,106,C,First,man,1,C,Cherbourg,no,0,5,2
0,1,1,64,0,0,26,S,First,man,1,C,Southampton,no,1,6,1
1,2,0,19,1,0,26,S,Second,woman,0,C,Southampton,yes,0,1,2
1,2,1,28,0,0,13,C,Second,man,1,C,Cherbourg,yes,1,2,1
0,3,1,33,1,1,20,S,Third,man,1,C,Southampton,no,0,3,3
1,2,1,8,1,1,36,S,Second,child,0,C,Southampton,yes,0,0,3
1,1,1,17,0,2,110,C,First,man,1,C,Cherbourg,yes,0,1,3
0,2,1,27,0,0,26,S,Second,man,1,C,Southampton,no,1,2,1
0,3,1,28,0,0,7,Q,Third,man,1,C,Queenstown,no,1,2,1
1,3,1,22,0,0,7,C,Third,man,1,C,Cherbourg,yes,1,2,1
1,3,0,22,0,0,7,S,Third,woman,0,C,Southampton,yes,1,2,1
0,1,1,62,0,0,26,S,First,man,1,C,Southampton,no,1,6,1
1,1,0,48,1,0,39,C,First,woman,0,A,Cherbourg,yes,0,4,2
0,1,1,28,0,0,227,C,First,man,1,C,Cherbourg,no,1,2,1
1,1,0,39,1,1,79,S,First,woman,0,E,Southampton,yes,0,3,3
1,3,0,36,1,0,17,S,Third,woman,0,C,Southampton,yes,0,3,2
0,3,1,28,0,0,7,Q,Third,man,1,C,Queenstown,no,1,2,1
0,3,1,40,0,0,7,S,Third,man,1,C,Southampton,no,1,4,1
0,2,1,28,0,0,13,S,Second,man,1,C,Southampton,no,1,2,1
0,3,1,28,0,0,8,S,Third,man,1,C,Southampton,no,1,2,1
0,3,0,28,0,0,8,S,Third,woman,0,C,Southampton,no,1,2,1
0,3,1,24,2,0,24,S,Third,man,1,C,Southampton,no,0,2,3
0,3,1,19,0,0,7,S,Third,man,1,C,Southampton,no,1,1,1
0,3,0,29,0,4,21,S,Third,woman,0,C,Southampton,no,0,2,5
0,3,1,28,0,0,7,C,Third,man,1,C,Cherbourg,no,1,2,1
1,3,1,32,0,0,7,S,Third,man,1,C,Southampton,yes,1,3,1
1,2,1,62,0,0,10,S,Second,man,1,C,Southampton,yes,1,6,1
1,1,0,53,2,0,51,S,First,woman,0,C,Southampton,yes,0,5,3
1,1,1,36,0,0,26,S,First,man,1,E,Southampton,yes,1,3,1
1,3,0,28,0,0,7,Q,Third,woman,0,C,Queenstown,yes,1,2,1
0,3,1,16,0,0,8,S,Third,man,1,C,Southampton,no,1,1,1
0,3,1,19,0,0,14,S,Third,man,1,C,Southampton,no,1,1,1
1,2,0,34,0,0,13,S,Second,woman,0,C,Southampton,yes,1,3,1
1,1,0,39,1,0,55,S,First,woman,0,E,Southampton,yes,0,3,2
0,3,0,28,1,0,14,C,Third,woman,0,C,Cherbourg,no,0,2,2
1,3,1,32,0,0,7,S,Third,man,1,C,Southampton,yes,1,3,1
1,2,0,25,1,1,30,S,Second,woman,0,C,Southampton,yes,0,2,3
1,1,0,39,1,1,110,C,First,woman,0,C,Cherbourg,yes,0,3,3
0,2,1,54,0,0,26,S,Second,man,1,C,Southampton,no,1,5,1
0,1,1,36,0,0,40,C,First,man,1,A,Cherbourg,no,1,3,1
0,3,1,28,0,0,8,C,Third,man,1,C,Cherbourg,no,1,2,1
1,1,0,18,0,2,79,S,First,woman,0,E,Southampton,yes,0,1,3
0,2,1,47,0,0,15,S,Second,man,1,C,Southampton,no,1,4,1
1,1,1,60,1,1,79,C,First,man,1,B,Cherbourg,yes,0,6,3
0,3,1,22,0,0,8,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,28,0,0,8,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,35,0,0,7,S,Third,man,1,C,Southampton,no,1,3,1
1,1,0,52,1,0,78,C,First,woman,0,D,Cherbourg,yes,0,5,2
0,3,1,47,0,0,7,S,Third,man,1,C,Southampton,no,1,4,1
0,3,0,28,0,2,7,Q,Third,woman,0,C,Queenstown,no,0,2,3
0,2,1,37,1,0,26,S,Second,man,1,C,Southampton,no,0,3,2
0,3,1,36,1,1,24,S,Third,man,1,C,Southampton,no,0,3,3
1,2,0,28,0,0,33,S,Second,woman,0,C,Southampton,yes,1,2,1
0,3,1,49,0,0,0,S,Third,man,1,C,Southampton,no,1,4,1
0,3,1,28,0,0,7,C,Third,man,1,C,Cherbourg,no,1,2,1
1,1,1,49,1,0,56,C,First,man,1,A,Cherbourg,yes,0,4,2
1,2,0,24,2,1,27,S,Second,woman,0,C,Southampton,yes,0,2,4
0,3,1,28,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,1,1,28,0,0,42,S,First,man,1,C,Southampton,no,1,2,1
0,3,1,44,0,0,8,S,Third,man,1,C,Southampton,no,1,4,1
1,1,1,35,0,0,26,C,First,man,1,C,Cherbourg,yes,1,3,1
0,3,1,36,1,0,15,S,Third,man,1,C,Southampton,no,0,3,2
0,3,1,30,0,0,7,S,Third,man,1,C,Southampton,no,1,3,1
1,1,1,27,0,0,30,S,First,man,1,C,Southampton,yes,1,2,1
1,2,0,22,1,2,41,C,Second,woman,0,C,Cherbourg,yes,0,2,4
1,1,0,40,0,0,153,S,First,woman,0,C,Southampton,yes,1,4,1
0,3,0,39,1,5,31,S,Third,woman,0,C,Southampton,no,0,3,7
0,3,1,28,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
1,3,0,28,1,0,15,Q,Third,woman,0,C,Queenstown,yes,0,2,2
0,3,1,28,0,0,7,Q,Third,man,1,C,Queenstown,no,1,2,1
0,3,1,35,0,0,8,S,Third,man,1,C,Southampton,no,1,3,1
1,2,0,24,1,2,65,S,Second,woman,0,C,Southampton,yes,0,2,4
0,3,1,34,1,1,14,S,Third,man,1,C,Southampton,no,0,3,3
0,3,0,26,1,0,16,S,Third,woman,0,C,Southampton,no,0,2,2
1,2,0,4,2,1,39,S,Second,child,0,F,Southampton,yes,0,0,4
0,2,1,26,0,0,10,S,Second,man,1,C,Southampton,no,1,2,1
0,3,1,27,1,0,14,C,Third,man,1,C,Cherbourg,no,0,2,2
1,1,1,42,1,0,52,S,First,man,1,D,Southampton,yes,0,4,2
1,3,1,20,1,1,15,C,Third,man,1,C,Cherbourg,yes,0,2,3
0,3,1,21,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,21,0,0,16,S,Third,man,1,C,Southampton,no,1,2,1
0,1,1,61,0,0,32,S,First,man,1,D,Southampton,no,1,6,1
0,2,1,57,0,0,12,Q,Second,man,1,C,Queenstown,no,1,5,1
1,1,0,21,0,0,77,S,First,woman,0,D,Southampton,yes,1,2,1
0,3,1,26,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,28,0,0,7,Q,Third,man,1,C,Queenstown,no,1,2,1
1,1,1,80,0,0,30,S,First,man,1,A,Southampton,yes,1,7,1
0,3,1,51,0,0,7,S,Third,man,1,C,Southampton,no,1,5,1
1,1,1,32,0,0,30,C,First,man,1,B,Cherbourg,yes,1,3,1
0,1,1,28,0,0,0,S,First,man,1,C,Southampton,no,1,2,1
0,3,0,9,3,2,27,S,Third,child,0,C,Southampton,no,0,0,6
1,2,0,28,0,0,13,S,Second,woman,0,C,Southampton,yes,1,2,1
0,3,1,32,0,0,7,S,Third,man,1,C,Southampton,no,1,3,1
0,2,1,31,1,1,26,S,Second,man,1,C,Southampton,no,0,3,3
0,3,0,41,0,5,39,S,Third,woman,0,C,Southampton,no,0,4,6
0,3,1,28,1,0,16,S,Third,man,1,C,Southampton,no,0,2,2
0,3,1,20,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
1,1,0,24,0,0,69,C,First,woman,0,B,Cherbourg,yes,1,2,1
0,3,0,2,3,2,27,S,Third,child,0,C,Southampton,no,0,0,6
1,3,1,28,0,0,56,S,Third,man,1,C,Southampton,yes,1,2,1
1,3,0,0,2,1,19,C,Third,child,0,C,Cherbourg,yes,0,0,4
1,1,1,48,1,0,76,C,First,man,1,D,Cherbourg,yes,0,4,2
0,3,1,19,0,0,7,S,Third,man,1,C,Southampton,no,1,1,1
1,1,1,56,0,0,35,C,First,man,1,A,Cherbourg,yes,1,5,1
0,3,1,28,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
1,3,0,23,0,0,7,S,Third,woman,0,C,Southampton,yes,1,2,1
0,3,1,28,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
1,2,0,18,0,1,23,S,Second,woman,0,C,Southampton,yes,0,1,2
0,3,1,21,0,0,8,S,Third,man,1,C,Southampton,no,1,2,1
1,3,0,28,0,0,7,Q,Third,woman,0,C,Queenstown,yes,1,2,1
0,3,0,18,0,0,6,Q,Third,woman,0,C,Queenstown,no,1,1,1
0,2,1,24,2,0,73,S,Second,man,1,C,Southampton,no,0,2,3
0,3,1,28,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,3,0,32,1,1,15,Q,Third,woman,0,C,Queenstown,no,0,3,3
0,2,1,23,0,0,13,S,Second,man,1,C,Southampton,no,1,2,1
0,1,1,58,0,2,113,C,First,man,1,D,Cherbourg,no,0,5,3
1,1,1,50,2,0,133,S,First,man,1,C,Southampton,yes,0,5,3
0,3,1,40,0,0,7,C,Third,man,1,C,Cherbourg,no,1,4,1
0,1,1,47,0,0,25,S,First,man,1,E,Southampton,no,1,4,1
0,3,1,36,0,0,7,S,Third,man,1,C,Southampton,no,1,3,1
1,3,1,20,1,0,7,S,Third,man,1,C,Southampton,yes,0,2,2
0,2,1,32,2,0,73,S,Second,man,1,C,Southampton,no,0,3,3
0,2,1,25,0,0,13,S,Second,man,1,C,Southampton,no,1,2,1
0,3,1,28,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,43,0,0,8,S,Third,man,1,C,Southampton,no,1,4,1
1,1,0,28,1,0,52,S,First,woman,0,C,Southampton,yes,0,2,2
1,2,0,40,1,1,39,S,Second,woman,0,C,Southampton,yes,0,4,3
0,1,1,31,1,0,52,S,First,man,1,B,Southampton,no,0,3,2
0,2,1,70,0,0,10,S,Second,man,1,C,Southampton,no,1,7,1
1,2,1,31,0,0,13,S,Second,man,1,C,Southampton,yes,1,3,1
0,2,1,28,0,0,0,S,Second,man,1,C,Southampton,no,1,2,1
0,3,1,18,0,0,7,S,Third,man,1,C,Southampton,no,1,1,1
0,3,1,24,0,0,8,S,Third,man,1,C,Southampton,no,1,2,1
1,3,0,18,0,0,9,S,Third,woman,0,C,Southampton,yes,1,1,1
0,3,0,43,1,6,46,S,Third,woman,0,C,Southampton,no,0,4,8
1,1,1,36,0,1,512,C,First,man,1,B,Cherbourg,yes,0,3,2
0,3,0,28,0,0,8,Q,Third,woman,0,C,Queenstown,no,1,2,1
1,1,1,27,0,0,76,C,First,man,1,D,Cherbourg,yes,1,2,1
0,3,1,20,0,0,9,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,14,5,2,46,S,Third,child,0,C,Southampton,no,0,1,8
0,2,1,60,1,1,39,S,Second,man,1,C,Southampton,no,0,6,3
0,2,1,25,1,2,41,C,Second,man,1,C,Cherbourg,no,0,2,4
0,3,1,14,4,1,39,S,Third,child,0,C,Southampton,no,0,1,6
0,3,1,19,0,0,10,S,Third,man,1,C,Southampton,no,1,1,1
0,3,1,18,0,0,7,S,Third,man,1,C,Southampton,no,1,1,1
1,1,0,15,0,1,211,S,First,child,0,B,Southampton,yes,0,1,2
1,1,1,31,1,0,57,S,First,man,1,B,Southampton,yes,0,3,2
1,3,0,4,0,1,13,C,Third,child,0,C,Cherbourg,yes,0,0,2
1,3,1,28,0,0,56,S,Third,man,1,C,Southampton,yes,1,2,1
0,3,1,25,0,0,7,C,Third,man,1,C,Cherbourg,no,1,2,1
0,1,1,60,0,0,26,S,First,man,1,C,Southampton,no,1,6,1
0,2,1,52,0,0,13,S,Second,man,1,C,Southampton,no,1,5,1
0,3,1,44,0,0,8,S,Third,man,1,C,Southampton,no,1,4,1
1,3,0,28,0,0,7,Q,Third,woman,0,C,Queenstown,yes,1,2,1
0,1,1,49,1,1,110,C,First,man,1,C,Cherbourg,no,0,4,3
0,3,1,42,0,0,7,S,Third,man,1,F,Southampton,no,1,4,1
1,1,0,18,1,0,227,C,First,woman,0,C,Cherbourg,yes,0,1,2
1,1,1,35,0,0,26,S,First,man,1,E,Southampton,yes,1,3,1
0,3,0,18,0,1,14,C,Third,woman,0,C,Cherbourg,no,0,1,2
0,3,1,25,0,0,7,Q,Third,man,1,C,Queenstown,no,1,2,1
0,3,1,26,1,0,7,S,Third,man,1,C,Southampton,no,0,2,2
0,2,1,39,0,0,26,S,Second,man,1,C,Southampton,no,1,3,1
1,2,0,45,0,0,13,S,Second,woman,0,C,Southampton,yes,1,4,1
1,1,1,42,0,0,26,S,First,man,1,E,Southampton,yes,1,4,1
1,1,0,22,0,0,151,S,First,woman,0,C,Southampton,yes,1,2,1
1,3,1,28,1,1,15,C,Third,man,1,C,Cherbourg,yes,0,2,3
1,1,0,24,0,0,49,C,First,woman,0,C,Cherbourg,yes,1,2,1
0,1,1,28,0,0,26,S,First,man,1,C,Southampton,no,1,2,1
